0,-4,-1,-2,-3,2,-2,0
-5,-6,-3,-11,-2,1,-2,-2
-6,-1,-5,2,0,-3,0,3
-2,0,0,6,0,0,2,-2
1,3,2,-1,1,-4,1,-1
3,3,4,-4,0,-1,-3,-4
3,-1,3,2,0,0,-2,1
-4,0,4,-2,3,3,-2,-3
-3,-2,-9,-3,-4,4,-2,-2
-2,5,-6,3,-4,1,0,5
2,-16,0,0,1,-2,-1,-3
-16,-5,1,-1,1,-4,-1,-4
6,2,3,-2,0,-2,-5,4
-23,-15,-4,-3,-1,0,-1,-1
-2,0,-5,-4,-1,0,-7,-2
10,2,1,7,-1,-2,-1,-4
2,3,0,5,1,0,1,-5
6,4,6,-8,1,-2,3,-2
-6,3,3,-3,-1,-2,1,0
-5,-1,-6,-2,-3,-2,0,-3
-1,5,-2,0,-4,-4,5,-2
-3,1,-5,-1,-1,-7,-2,-2
1,0,0,6,0,0,-2,-5
2,8,-4,-11,-3,1,-3,2
4,-13,2,4,1,2,-3,0
-3,-6,1,0,2,2,4,2
-8,-1,-4,-4,-3,-2,-1,-3
-1,0,4,14,2,-3,-5,1
-7,1,-10,-5,0,-2,3,-1
7,0,0,-2,-2,-2,-2,-2
4,-2,-8,-8,-2,1,-2,0
-2,-2,6,4,1,0,-1,2
3,5,0,1,-5,0,0,1
9,2,6,-3,-2,-3,3,5
-19,-7,0,-5,-1,0,0,-9
-1,1,2,-1,-5,1,1,-6
-2,1,1,-1,-1,-2,0,-4
2,-1,-4,-8,-3,-2,-2,0
-5,-10,-12,-2,4,-1,-3,1
8,-7,17,2,-2,-3,-2,-2
-8,1,2,1,3,-4,-5,-1
-6,-1,-5,-10,-1,2,1,-3
6,8,-1,8,-4,1,1,5
-11,-9,-14,-2,0,2,0,2
3,0,2,1,-3,4,1,3
6,0,-2,3,-1,2,-2,-1
-1,-7,0,7,2,0,-3,1
0,0,-3,-8,2,2,-1,-3
-4,-1,1,-1,3,-4,-2,-4
-3,-2,-4,-3,-2,-3,-4,-3
6,4,6,-1,-3,-3,0,6
-11,-3,-6,0,-5,0,-3,-6
1,-1,-3,-6,0,1,1,-1
1,3,0,3,1,0,-1,-13
37,11,3,0,-4,-5,-6,11
-12,0,-9,-2,1,2,13,7
-3,-11,3,-7,-2,2,-1,2
-18,-8,-4,-4,-4,-4,-8,-8
1,0,1,-2,0,-2,-2,-4
10,9,-7,-2,0,-1,-11,-2
2,5,7,0,-1,1,0,-3
4,0,-1,15,0,0,1,6
-3,-3,-4,-9,-7,3,5,-4
1,-7,-2,-3,-4,-2,1,0
-8,1,3,4,8,-2,4,-1
6,2,10,4,-2,-6,-4,7
2,13,4,0,1,-2,2,8
10,-14,-1,1,6,3,-3,9
-22,-14,-3,-12,-1,3,-9,-21
-4,-1,-3,-6,-9,8,0,-18
-49,-9,0,0,4,9,-8,-21
34,8,0,5,-12,-7,2,7
2,-3,-6,5,5,7,1,5
4,20,-7,-9,14,21,-2,-3
21,-32,-4,-2,-13,-21,11,31
19,10,-5,2,39,11,-21,-26
4,-10,2,1,-38,-12,-2,4
11,-2,-4,-9,-1,1,19,19
-60,1,11,3,-36,-61,-15,-64
-12,6,7,2,22,-4,0,-23
25,7,1,-3,-7,2,4,23
25,17,3,-10,-12,-14,6,30
3,40,-14,12,13,-4,-36,-23
-35,-40,24,5,7,18,25,52
-16,-44,-4,-13,64,23,-16,-82
-24,-5,7,-4,-73,3,-19,9
33,5,-8,-11,21,57,26,12
18,22,-10,-1,-22,-42,1,22
8,28,15,8,-70,-23,-13,37
0,-23,-9,2,29,-5,4,-33
-19,-2,-11,-3,72,85,-13,-47
-8,14,-4,-5,-92,-7,24,83
14,-23,-12,-7,46,-19,-22,-68
-79,-26,-23,-2,1,-14,2,-4
-6,-19,47,8,14,17,-8,-5
-1,-14,-11,4,38,45,-30,-1
65,3,-4,13,-35,-42,34,106
13,22,-17,-7,-31,9,-24,-27
9,-1,21,0,-7,-12,33,54
11,-4,6,1,120,-17,9,-8
-39,-5,2,-13,-67,-11,-27,-11
-14,-15,-19,-2,7,7,-28,-79
79,40,-23,-1,-4,-12,44,88
-16,-4,-5,-1,4,-38,-43,-19
-16,-9,0,8,16,70,-21,-85
-33,-40,-9,-1,91,19,7,65
86,16,-8,-4,-115,-72,-24,2
-48,44,-16,-6,26,8,83,62
-42,-1,-36,-37,-27,7,-14,6
5,-8,61,41,69,78,-9,22
-38,-35,-21,3,92,-48,-73,-69
92,42,24,-7,-128,60,32,15
17,16,12,13,15,-75,4,-33
-52,-8,-48,-14,-17,31,43,30
9,7,29,5,-18,4,-3,107
-3,-5,-2,1,106,-43,-11,-65
4,22,-21,7,90,109,67,18
-6,-10,45,9,-14,-113,-80,-57
-16,-39,-37,0,32,80,35,-41
24,19,-16,-25,-119,33,-18,-10
-51,-71,6,-3,10,-86,-11,9
56,64,-1,14,49,-61,24,-46
-47,-62,-52,21,120,75,-20,-50
-9,34,20,-2,19,58,8,38
41,24,49,-10,-92,-59,23,11
23,-8,22,-32,-124,-31,-50,112
-11,68,-2,-26,32,-128,-6,31
-9,-20,-5,30,107,77,10,-73
-16,6,-40,8,-29,-57,-19,43
52,73,106,38,-8,-21,21,56
14,-32,-21,18,-49,-64,-7,-9
-27,-32,5,-2,92,-11,34,-27
17,37,-25,-7,65,67,-11,35
-61,-83,-7,-22,57,88,7,-93
48,46,11,-1,-72,-46,-27,9
-35,13,4,-4,17,-40,23,18
-44,-43,-17,-5,-72,49,-82,-68
2,-11,-53,-18,-112,-68,-38,30
-53,-6,-4,-6,113,109,39,-40
29,22,21,-19,-128,-11,25,38
38,88,23,7,127,-1,58,87
12,60,59,34,112,0,-51,-21
-90,-76,-10,-24,-95,23,2,-18
86,20,-25,17,60,-69,-13,36
-45,41,11,-26,-25,81,10,-32
113,14,-48,1,74,-2,3,-26
-74,-41,-28,49,17,-77,-74,-39
17,54,-7,-31,-124,80,26,-11
-34,-34,12,68,127,34,-120,-72
115,67,-51,-54,-99,117,127,84
-27,-74,28,-26,50,-89,-20,-44
42,-36,-48,21,-58,12,-93,47
95,15,-33,-5,71,-20,66,40
-128,-23,28,-10,-128,-6,-4,-128
65,56,17,-36,66,107,40,63
4,-41,57,3,127,6,8,60
19,18,-59,-7,-27,-56,-38,14
4,-37,27,22,-4,36,0,23
-49,-45,-82,-7,6,14,-29,3
14,-70,-65,26,11,-52,-74,-121
-63,65,73,13,-31,85,50,-32
49,-74,-75,-39,4,4,46,59
-21,49,28,10,37,87,33,-20
86,-26,-44,-15,-83,-14,35,21
-9,-68,56,15,99,55,-4,-95
-42,16,-2,-9,-10,54,17,91
80,83,21,-9,3,59,11,-38
-32,-43,-28,47,106,38,64,18
39,17,23,-19,-127,98,-2,7
11,12,-19,-2,117,-50,-16,-48
107,-23,23,16,-111,28,4,48
-101,-43,-13,-12,-39,91,-26,-67
45,-31,-56,-7,85,-114,36,28
23,-30,-71,12,81,12,-52,-25
-97,-79,25,-24,-113,-7,23,-10
78,52,2,8,103,75,-40,-14
-36,21,-50,-28,-56,-51,-29,2
106,-30,2,7,-50,1,57,41
-46,5,-10,-12,94,-44,-27,-37
-41,-34,17,19,79,98,-30,-13
26,-67,-22,-52,56,-53,73,33
-32,8,-4,38,32,53,8,18
40,-14,-27,-16,-5,13,-19,-64
-7,50,6,25,84,-11,-17,18
15,-33,-3,1,-87,2,-47,30
-80,23,3,-8,-12,31,9,-40
74,-10,-24,-15,113,16,31,72
-35,70,0,-38,-114,-80,-61,-29
-51,-18,-6,0,-32,-41,36,12
2,36,33,0,4,-31,-58,-50
-2,8,4,28,-24,-26,36,53
54,-12,1,-37,86,-45,-38,3
-29,23,-7,16,-72,-12,-55,-18
42,-42,3,11,-1,-76,-128,48
-19,15,-22,-10,-85,40,21,-51
-42,-8,22,-11,-109,-25,-34,7
-24,40,-3,-1,-32,-53,19,9
-27,-26,34,9,99,100,75,-30
4,41,-21,20,-7,71,-3,58
-48,-34,-11,-2,62,-92,6,-17
40,-16,-96,-6,17,89,-17,62
32,36,-43,18,-91,-128,-14,15
-92,-45,-37,-22,28,17,-19,-8
93,34,-22,9,45,-23,23,-36
-76,-56,2,14,60,-21,-67,-35
-3,-62,-39,-45,-5,-45,31,18
43,123,104,50,-29,-20,13,37
-110,-111,-71,-16,-4,-82,-39,-25
53,27,29,17,12,-15,-1,-34
-5,-25,23,-14,-92,47,22,-32
7,-18,-14,5,98,32,-34,0
-15,-1,21,-19,7,91,73,61
-62,-47,10,18,-40,-47,-48,-9
35,35,-14,-19,127,31,-14,-96
40,70,75,50,21,35,90,90
-62,-18,-8,-4,-40,-69,-9,-58
49,15,-45,-22,-16,3,7,46
-9,3,-4,23,83,-51,-40,-10
-52,21,57,-4,-21,-53,-28,-31
36,47,-42,-28,-32,1,-4,-8
-75,-77,-41,0,31,-3,31,-55
-20,38,-61,-15,-44,-6,-27,29
-62,-59,-30,-17,75,-12,-36,-66
32,-10,0,-15,-128,57,27,-26
90,102,78,11,45,-11,46,17
-68,-14,-21,10,89,-9,-5,84
-59,-55,-29,-23,-74,-15,-19,-110
-52,30,-23,-8,50,-20,4,32
11,-32,23,-2,29,4,2,33
3,37,-14,5,-116,39,69,42
24,67,53,-14,-38,44,-17,12
68,21,0,16,-105,14,-31,-8
-2,18,40,14,60,37,20,-5
-97,7,15,4,15,23,-24,-40
76,-20,-62,10,38,-56,3,32
18,-14,31,4,-12,-78,19,16
-74,-10,9,4,6,41,-14,-47
35,27,-2,-13,-8,-21,-14,10
34,8,-35,-7,-48,-19,20,-25
-11,-13,-8,-1,67,-7,48,10
26,5,-58,-10,-96,-29,-38,22
-87,-38,-39,-6,72,-8,23,-12
83,-11,-13,12,21,1,18,47
5,41,59,5,51,-32,20,-50
-44,-9,-22,-44,-103,-8,16,-36
105,29,-2,5,8,38,9,-5
-22,-11,-26,14,26,19,68,20
-54,-54,-1,-26,-39,57,-34,-40
80,26,59,8,67,59,-5,35
-23,-42,-4,-9,-30,-95,-24,8
27,17,43,-12,23,2,40,31
16,7,-18,15,3,48,57,12
-29,-49,-41,-43,-93,-3,34,-2
89,-8,47,46,35,89,-61,-16
-79,-64,-69,-16,41,-74,-85,-5
24,36,21,-2,-14,-28,-38,45
-10,37,0,11,6,-10,-50,12
-21,-55,-6,-19,-19,31,7,-64
1,-22,-19,-10,-64,-16,-34,-3
-1,-6,3,-7,19,-45,-15,-23
-20,19,8,10,-45,-12,11,35
32,28,6,-4,51,31,48,-3
-3,32,-5,27,61,44,-56,-5
-60,-11,-5,-16,-51,-18,-10,-26
63,-48,-40,23,64,5,24,29
-69,101,80,-5,-109,-60,5,-10
-8,-19,-6,19,75,7,105,-23
-1,-12,-6,12,79,49,2,34
-1,-30,-32,-6,63,-40,-40,-40
-10,18,-67,-20,-39,-68,-51,33
10,-15,59,1,3,26,-32,-10
-14,54,18,2,-29,-13,-23,28
34,21,5,9,3,-6,-11,-36
12,-29,-41,4,109,77,-9,36
24,23,-34,-19,-128,-48,-22,-7
66,39,74,23,6,21,11,2
-25,-63,-10,-30,64,35,-22,-23
-9,-31,5,8,-16,37,27,25
44,24,-22,4,-52,-51,-51,22
58,-52,-35,0,-49,73,42,4
-101,31,5,-4,45,-65,-7,-11
33,10,-11,9,46,10,18,-21
-27,-12,-9,-30,-39,-43,16,-19
-9,-36,-14,-7,-35,-44,-44,-6
-33,58,47,12,-10,74,14,7
-6,-26,-11,-8,-63,-57,2,-41
26,60,8,-13,19,25,5,18
-30,-64,-20,10,49,-58,-31,-12
-26,7,-14,-24,-77,28,12,-12
-63,-4,42,20,89,-10,8,5
2,-25,-13,-17,-50,28,-26,3
-30,1,-8,10,46,-52,-45,-9
11,-31,-15,10,-27,63,45,12
-10,-21,10,-9,-42,18,-2,1
67,5,-35,7,37,69,-21,-45
-17,-11,10,-12,-8,15,16,49
67,34,-1,24,1,-15,20,16
-76,33,21,-17,3,60,-13,-36
-23,-61,-6,-19,-46,22,18,6
-2,-5,27,-9,-19,-10,-36,-51
28,30,-12,-4,56,2,34,63
40,-6,10,42,22,-31,3,-13
-15,27,3,-17,18,-10,-4,-31
8,5,-51,22,31,17,0,13
64,-46,-9,-7,10,-28,17,-8
-75,22,69,-10,4,-59,18,0
